                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     13,                0.67076,                0.30947,                0.85132,                0.90378,                 0.6409,                0.67679,                0.57628,                0.62637,                0.27871,                0.86853,              0.0012734,              0.0012734,              0.0012734
                     14,                0.66811,                0.30929,                 0.8474,                0.91052,                0.63788,                0.67856,                0.58097,                0.62714,                0.28092,                0.87041,              0.0012592,              0.0012592,              0.0012592
                     15,                0.67272,                0.30657,                0.84822,                0.91153,                0.63343,                0.68345,                0.58429,                0.63518,                 0.2787,                0.87125,              0.0012451,              0.0012451,              0.0012451
                     16,                0.66855,                0.30681,                0.84859,                0.90833,                0.62838,                0.67364,                0.57624,                0.63161,                0.28586,                0.87117,              0.0012309,              0.0012309,              0.0012309
                     17,                0.68087,                0.31371,                0.85115,                0.90881,                0.63633,                0.67657,                0.57075,                0.63828,                0.28913,                0.87216,              0.0012168,              0.0012168,              0.0012168
                     18,                0.69436,                0.32361,                0.85076,                0.90681,                0.63912,                0.69035,                0.58175,                0.63883,                0.29032,                0.87412,              0.0012026,              0.0012026,              0.0012026
                     19,                0.68118,                0.31825,                0.85161,                0.90459,                0.64116,                0.67899,                0.58056,                0.63503,                0.28763,                0.87193,              0.0011885,              0.0011885,              0.0011885
                     20,                0.66981,                0.31029,                0.85767,                0.90827,                0.63504,                 0.6817,                0.58452,                 0.6333,                0.28352,                0.87141,              0.0011744,              0.0011744,              0.0011744
                     21,                0.68058,                0.31362,                0.85401,                0.90986,                0.63675,                 0.6821,                0.57855,                0.64132,                0.28623,                0.87217,              0.0011602,              0.0011602,              0.0011602
                     22,                0.67728,                0.30842,                0.85178,                0.90818,                 0.6377,                0.68289,                0.57943,                0.63371,                0.28406,                0.87114,              0.0011461,              0.0011461,              0.0011461
                     23,                0.67416,                0.30686,                0.85074,                0.90823,                0.62667,                0.67485,                0.57274,                0.63624,                0.29301,                0.87278,              0.0011319,              0.0011319,              0.0011319
                     24,                0.68279,                0.31039,                0.85476,                0.89695,                 0.6399,                0.68161,                0.58238,                0.63118,                 0.2855,                 0.8721,              0.0011178,              0.0011178,              0.0011178
                     25,                0.67105,                0.30947,                0.84676,                0.90172,                0.64126,                0.68207,                  0.579,                0.63787,                0.27626,                 0.8734,              0.0011036,              0.0011036,              0.0011036
                     26,                0.65738,                0.29842,                0.84792,                0.91585,                0.65118,                0.71416,                0.60035,                0.62297,                0.27532,                0.86971,              0.0010895,              0.0010895,              0.0010895
                     27,                 0.6471,                0.29234,                0.84875,                0.90663,                0.63934,                0.68392,                0.58311,                 0.6234,                0.27273,                0.86798,              0.0010753,              0.0010753,              0.0010753
                     28,                0.67021,                0.30474,                0.84603,                0.90556,                0.63251,                0.67516,                0.58211,                 0.6197,                0.27456,                0.86739,              0.0010612,              0.0010612,              0.0010612
                     29,                 0.6627,                0.30251,                0.84881,                0.90482,                0.64014,                0.68256,                 0.5827,                0.63625,                 0.2803,                0.86951,               0.001047,               0.001047,               0.001047
                     30,                0.66762,                0.30345,                0.84951,                 0.8111,                0.64235,                0.67322,                0.57495,                0.61956,                0.27266,                0.86864,              0.0010329,              0.0010329,              0.0010329
                     31,                0.66043,                0.29879,                0.84818,                0.89186,                0.61991,                0.68237,                  0.585,                0.62141,                0.27123,                0.86815,              0.0010187,              0.0010187,              0.0010187
                     32,                0.66164,                0.29982,                0.85453,                0.91042,                0.63598,                0.68745,                0.58735,                0.62156,                0.27519,                0.87016,              0.0010046,              0.0010046,              0.0010046
                     33,                 0.6597,                0.29798,                0.85021,                0.90919,                0.63421,                0.67812,                0.58016,                0.62783,                0.27393,                0.87195,             0.00099044,             0.00099044,             0.00099044
                     34,                0.65624,                0.29513,                0.84645,                0.89584,                 0.6386,                0.69466,                0.60343,                0.61545,                0.27127,                0.86753,             0.00097629,             0.00097629,             0.00097629
                     35,                0.66118,                0.30156,                0.84686,                0.90825,                0.63813,                0.68346,                0.58937,                0.63292,                0.27542,                0.87109,             0.00096215,             0.00096215,             0.00096215
                     36,                0.65746,                0.29928,                0.84755,                0.90787,                0.63402,                0.68801,                0.59756,                 0.6133,                0.26993,                0.86663,               0.000948,               0.000948,               0.000948
                     37,                0.65749,                0.29932,                0.84658,                0.85611,                0.63867,                0.67739,                0.58207,                0.62985,                0.27276,                0.87248,             0.00093385,             0.00093385,             0.00093385
                     38,                0.65276,                0.29666,                0.84406,                0.89461,                0.63193,                 0.6871,                0.59199,                0.62479,                0.27378,                 0.8696,              0.0009197,              0.0009197,              0.0009197
                     39,                0.65476,                0.29512,                0.84767,                0.85995,                 0.6416,                0.68725,                 0.5851,                0.62361,                0.27638,                0.87087,             0.00090556,             0.00090556,             0.00090556
                     40,                0.66009,                0.29818,                0.85331,                0.88019,                0.62899,                0.68843,                0.59384,                0.61987,                0.26902,                0.86987,             0.00089141,             0.00089141,             0.00089141
                     41,                0.65721,                0.29448,                0.84441,                0.91273,                0.62952,                0.67343,                0.58303,                0.61172,                0.26707,                0.86703,             0.00087726,             0.00087726,             0.00087726
                     42,                0.65496,                0.29317,                0.84436,                 0.9156,                0.62926,                 0.6814,                0.58989,                0.60558,                0.26765,                0.86441,             0.00086312,             0.00086312,             0.00086312
                     43,                0.64107,                0.28793,                0.84438,                0.91512,                0.63203,                0.68907,                0.59483,                0.62011,                0.27013,                0.86874,             0.00084897,             0.00084897,             0.00084897
                     44,                 0.6536,                0.29154,                 0.8434,                0.89167,                0.63433,                0.68375,                0.59108,                0.61221,                0.26726,                0.86588,             0.00083482,             0.00083482,             0.00083482
                     45,                0.64465,                0.28948,                0.84822,                0.90247,                0.63885,                0.68468,                0.58756,                0.61637,                0.26632,                0.86591,             0.00082067,             0.00082067,             0.00082067
                     46,                0.65625,                0.29735,                0.84505,                0.90538,                0.63167,                0.68303,                0.58542,                0.61269,                0.26866,                  0.866,             0.00080653,             0.00080653,             0.00080653
                     47,                0.65258,                0.29046,                0.84865,                0.91432,                0.63093,                0.68276,                0.59294,                0.60875,                0.26323,                0.86292,             0.00079238,             0.00079238,             0.00079238
                     48,                0.64044,                0.28743,                0.84145,                0.90717,                0.64098,                0.68956,                0.59931,                0.61239,                0.26732,                0.86572,             0.00077823,             0.00077823,             0.00077823
                     49,                0.63656,                0.28614,                0.84417,                0.86967,                0.63423,                0.68026,                 0.5859,                0.61186,                0.26694,                0.86468,             0.00076409,             0.00076409,             0.00076409
                     50,                0.64594,                   0.29,                0.84368,                0.91572,                0.63058,                0.67888,                0.58548,                0.61403,                0.26719,                0.86556,             0.00074994,             0.00074994,             0.00074994
                     51,                0.64666,                0.29335,                0.84317,                0.90857,                0.63504,                0.68359,                0.59003,                0.61471,                0.27009,                0.86641,             0.00073579,             0.00073579,             0.00073579
                     52,                0.64981,                0.29358,                0.84598,                0.88508,                0.62818,                0.68455,                0.58798,                0.61752,                0.27344,                0.86749,             0.00072164,             0.00072164,             0.00072164
                     53,                0.63813,                0.28743,                0.84285,                0.86405,                0.63876,                0.67633,                0.58559,                0.60874,                0.26296,                0.86376,              0.0007075,              0.0007075,              0.0007075
                     54,                0.63892,                0.28456,                0.84149,                0.90173,                0.62924,                0.68156,                 0.5905,                0.61038,                0.26411,                0.86365,             0.00069335,             0.00069335,             0.00069335
                     55,                0.63332,                0.28623,                0.84155,                 0.8963,                 0.6293,                0.68217,                0.59014,                0.60935,                 0.2616,                0.86499,              0.0006792,              0.0006792,              0.0006792
                     56,                0.64484,                0.28877,                0.84178,                0.90714,                0.63117,                0.68575,                0.59887,                0.60913,                0.26553,                0.86502,             0.00066506,             0.00066506,             0.00066506
                     57,                0.63671,                0.28619,                 0.8436,                0.90802,                0.62705,                0.68082,                0.58899,                0.60438,                0.26119,                0.86404,             0.00065091,             0.00065091,             0.00065091
                     58,                0.63781,                0.28276,                0.84091,                0.91093,                0.63521,                0.68466,                0.59206,                0.60704,                0.26193,                0.86372,             0.00063676,             0.00063676,             0.00063676
                     59,                0.63483,                0.28492,                0.84366,                 0.9152,                0.62622,                0.68443,                0.59178,                0.60517,                0.26024,                0.86293,             0.00062262,             0.00062262,             0.00062262
                     60,                0.64224,                0.28528,                0.84453,                0.89194,                 0.6324,                0.68341,                 0.5942,                0.60751,                0.26477,                0.86333,             0.00060847,             0.00060847,             0.00060847
                     61,                0.62902,                0.28289,                0.84381,                 0.9164,                0.62821,                0.67555,                0.58762,                0.60231,                0.25985,                0.86315,             0.00059432,             0.00059432,             0.00059432
                     62,                0.64051,                0.28426,                 0.8441,                0.91006,                0.63016,                0.67895,                0.59063,                0.60733,                0.26179,                0.86364,             0.00058017,             0.00058017,             0.00058017
                     63,                0.65273,                0.28997,                0.84825,                0.91027,                0.62427,                0.67579,                 0.5822,                 0.6082,                0.26202,                0.86403,             0.00056603,             0.00056603,             0.00056603
                     64,                0.65113,                0.28823,                0.84531,                 0.9095,                0.62971,                0.67461,                0.58426,                0.62004,                0.26231,                0.86679,             0.00055188,             0.00055188,             0.00055188
                     65,                0.64365,                0.28387,                0.84027,                0.91535,                0.62728,                  0.682,                0.58605,                0.60655,                0.25599,                0.86322,             0.00053773,             0.00053773,             0.00053773
                     66,                0.64838,                0.28559,                0.84462,                0.91737,                0.62626,                0.68744,                0.58509,                0.60894,                0.25823,                 0.8644,             0.00052359,             0.00052359,             0.00052359
                     67,                0.64117,                0.28192,                0.84072,                0.90352,                0.63187,                0.69176,                 0.5978,                0.59857,                0.25617,                0.86182,             0.00050944,             0.00050944,             0.00050944
                     68,                0.63782,                 0.2866,                0.84231,                0.89716,                0.63537,                0.68974,                0.59639,                0.60368,                0.26208,                0.86363,             0.00049529,             0.00049529,             0.00049529
                     69,                0.64033,                0.28605,                0.84627,                0.91672,                0.62774,                0.68984,                0.59389,                0.60466,                0.26388,                0.86485,             0.00048114,             0.00048114,             0.00048114
                     70,                0.63714,                0.28334,                0.84572,                0.90639,                0.63186,                0.68766,                0.59316,                0.60069,                0.25891,                0.86462,               0.000467,               0.000467,               0.000467
                     71,                0.63731,                0.28354,                0.84137,                0.89663,                0.63324,                0.68611,                0.59442,                0.60321,                0.25853,                 0.8643,             0.00045285,             0.00045285,             0.00045285
                     72,                 0.6317,                0.27919,                0.83994,                0.91751,                0.62733,                0.69536,                0.60379,                0.60265,                0.25778,                0.86362,              0.0004387,              0.0004387,              0.0004387
                     73,                0.64168,                0.27978,                0.84417,                0.91046,                0.62595,                0.69143,                0.59584,                0.60151,                0.25372,                0.86318,             0.00042456,             0.00042456,             0.00042456
                     74,                0.62639,                0.27541,                 0.8409,                0.91655,                0.62788,                0.68748,                 0.5949,                0.59899,                0.25322,                0.86206,             0.00041041,             0.00041041,             0.00041041
                     75,                0.63254,                0.28154,                0.84092,                0.91641,                0.62712,                0.68322,                0.58911,                0.60049,                0.25425,                0.86372,             0.00039626,             0.00039626,             0.00039626
                     76,                0.63428,                0.28031,                0.84053,                0.91664,                0.62781,                0.67939,                0.58817,                0.60163,                0.25563,                0.86413,             0.00038211,             0.00038211,             0.00038211
                     77,                0.63017,                0.27831,                0.84478,                0.91495,                0.63247,                0.68775,                0.59361,                0.59768,                0.25383,                0.86245,             0.00036797,             0.00036797,             0.00036797
                     78,                0.62789,                0.27873,                0.84276,                0.90514,                0.63072,                0.68688,                0.59273,                0.59749,                0.25379,                0.86302,             0.00035382,             0.00035382,             0.00035382
                     79,                0.63126,                0.27883,                0.83916,                0.88984,                0.63706,                0.68684,                0.59116,                0.60052,                0.25332,                0.86362,             0.00033967,             0.00033967,             0.00033967
                     80,                 0.6249,                0.27685,                0.83825,                0.90728,                0.62889,                0.68833,                0.59635,                0.59375,                0.24997,                0.86181,             0.00032553,             0.00032553,             0.00032553
                     81,                0.63133,                0.27578,                 0.8425,                0.90509,                0.62976,                0.68228,                0.59021,                0.59554,                0.25213,                0.86152,             0.00031138,             0.00031138,             0.00031138
                     82,                0.63089,                0.27611,                0.84105,                0.90381,                0.63301,                0.68792,                0.59222,                0.59541,                0.25254,                0.86247,             0.00029723,             0.00029723,             0.00029723
                     83,                0.62845,                0.27573,                0.84258,                0.91534,                0.62959,                0.69118,                0.59803,                0.59613,                0.25236,                0.86201,             0.00028308,             0.00028308,             0.00028308
                     84,                0.62971,                0.27494,                0.83832,                0.90489,                0.62905,                0.69639,                0.60398,                0.59531,                0.25087,                0.86224,             0.00026894,             0.00026894,             0.00026894
                     85,                0.62313,                0.27223,                0.83482,                0.89905,                 0.6347,                0.70161,                0.60614,                0.59387,                0.24966,                0.86143,             0.00025479,             0.00025479,             0.00025479
                     86,                0.61939,                0.27196,                0.83763,                0.89626,                0.63332,                0.70186,                0.60485,                0.59558,                0.25118,                0.86247,             0.00024064,             0.00024064,             0.00024064
                     87,                0.62015,                0.27283,                0.84046,                0.91314,                0.62793,                 0.6989,                0.60405,                 0.5922,                0.25007,                0.86174,              0.0002265,              0.0002265,              0.0002265
                     88,                 0.6167,                0.26959,                0.83884,                0.88866,                 0.6358,                0.68845,                0.59556,                0.59188,                0.24953,                0.86085,             0.00021235,             0.00021235,             0.00021235
                     89,                0.62323,                0.27354,                0.84091,                 0.8933,                0.63458,                0.68308,                0.59298,                0.59495,                0.25022,                0.86111,              0.0001982,              0.0001982,              0.0001982
                     90,                0.61948,                0.27197,                0.84132,                0.90656,                0.63504,                0.69659,                0.60146,                0.59255,                0.25016,                0.86098,             0.00018406,             0.00018406,             0.00018406
                     91,                0.61221,                0.26357,                0.84777,                0.92815,                0.64226,                0.70367,                0.61018,                0.59546,                0.25236,                0.86231,             0.00016991,             0.00016991,             0.00016991
                     92,                0.60294,                0.25898,                0.84185,                0.89278,                0.63429,                0.68957,                0.60102,                0.59552,                 0.2543,                0.86145,             0.00015576,             0.00015576,             0.00015576
                     93,                 0.6105,                0.26375,                0.84776,                0.90111,                0.62934,                0.69155,                0.59941,                0.59745,                0.25328,                0.86197,             0.00014161,             0.00014161,             0.00014161
                     94,                0.60445,                0.25812,                0.84071,                0.89933,                0.62856,                0.68775,                0.59665,                0.59351,                0.25093,                 0.8607,             0.00012747,             0.00012747,             0.00012747
                     95,                0.60345,                0.25743,                0.84796,                0.90759,                0.62832,                 0.6898,                0.59899,                0.59379,                0.25103,                0.86162,             0.00011332,             0.00011332,             0.00011332
                     96,                0.60754,                0.25739,                0.84512,                0.91683,                 0.6261,                0.69422,                0.60207,                0.59225,                0.24929,                0.86107,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.60111,                0.25323,                0.84125,                0.90854,                0.62796,                0.69828,                0.60577,                0.59271,                0.25005,                0.86071,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.59883,                0.25907,                 0.8413,                0.90976,                0.62752,                0.69215,                0.60106,                 0.5902,                0.24854,                0.85985,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.59604,                0.25145,                0.83921,                0.91132,                0.62849,                0.69311,                0.60188,                0.59031,                0.24704,                0.86003,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.59968,                0.25246,                0.84131,                0.91397,                0.62736,                0.69366,                0.60272,                0.58852,                0.24698,                0.85951,             4.2584e-05,             4.2584e-05,             4.2584e-05
