                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     49,                0.62492,                 0.2874,                0.84331,                0.91405,                0.64832,                0.69523,                0.60047,                0.58118,                0.25967,                0.85433,             0.00076409,             0.00076409,             0.00076409
                     50,                0.62564,                0.29003,                0.84081,                0.90528,                0.65528,                0.69118,                 0.5966,                0.59065,                 0.2554,                0.85477,             0.00074994,             0.00074994,             0.00074994
                     51,                0.63014,                0.28724,                0.84079,                0.91239,                0.64912,                0.68403,                0.58981,                0.59802,                  0.258,                0.85775,             0.00073579,             0.00073579,             0.00073579
                     52,                0.62643,                0.28529,                0.84162,                0.90593,                0.65382,                0.69542,                0.60245,                0.57935,                 0.2551,                0.85371,             0.00072164,             0.00072164,             0.00072164
                     53,                0.62592,                0.28528,                0.84134,                0.90897,                0.65423,                0.69816,                0.60787,                 0.5777,                0.25217,                0.85319,              0.0007075,              0.0007075,              0.0007075
                     54,                0.63458,                0.28937,                0.84134,                0.90945,                0.64904,                0.68676,                0.59465,                0.57842,                0.25249,                0.85385,             0.00069335,             0.00069335,             0.00069335
                     55,                0.62149,                0.28057,                0.84102,                0.86044,                0.65479,                0.69154,                 0.5956,                0.56944,                 0.2477,                0.85151,              0.0006792,              0.0006792,              0.0006792
                     56,                0.61107,                0.27935,                0.83703,                0.90046,                 0.6569,                0.68952,                0.59587,                0.57576,                0.25066,                0.85334,             0.00066506,             0.00066506,             0.00066506
                     57,                0.61629,                0.28071,                0.84187,                0.85402,                0.65621,                 0.6897,                0.60099,                0.57746,                0.25673,                0.85371,             0.00065091,             0.00065091,             0.00065091
                     58,                0.60824,                0.28071,                0.84005,                0.90844,                0.65398,                0.69739,                0.61018,                0.57445,                0.25533,                0.85149,             0.00063676,             0.00063676,             0.00063676
                     59,                0.60953,                0.27778,                0.83697,                0.90771,                0.65308,                0.69258,                0.59543,                0.57479,                0.25312,                 0.8522,             0.00062262,             0.00062262,             0.00062262
                     60,                 0.6145,                 0.2809,                0.84201,                0.84626,                0.65604,                0.68002,                0.59264,                   0.58,                0.25173,                0.85261,             0.00060847,             0.00060847,             0.00060847
                     61,                0.60706,                0.27586,                0.83989,                0.89916,                0.65572,                0.70972,                0.61207,                0.56641,                0.24605,                0.85059,             0.00059432,             0.00059432,             0.00059432
                     62,                0.60398,                0.27616,                0.83929,                0.91188,                0.64982,                0.70289,                0.60976,                0.56871,                 0.2483,                0.85108,             0.00058017,             0.00058017,             0.00058017
                     63,                0.60621,                0.27532,                0.83606,                0.91151,                0.65192,                 0.6995,                0.61133,                0.56768,                0.24637,                0.85009,             0.00056603,             0.00056603,             0.00056603
                     64,                0.61294,                0.28452,                0.84028,                0.90269,                0.65619,                0.70807,                0.61707,                0.56248,                0.24372,                0.84983,             0.00055188,             0.00055188,             0.00055188
                     65,                0.60481,                0.27677,                0.84001,                0.90077,                 0.6673,                0.71368,                0.61343,                0.57269,                0.24734,                0.85191,             0.00053773,             0.00053773,             0.00053773
                     66,                0.60151,                 0.2718,                0.83525,                0.91053,                0.65382,                0.70546,                0.62035,                0.56639,                0.24359,                0.85108,             0.00052359,             0.00052359,             0.00052359
                     67,                0.59961,                0.27297,                0.83636,                0.90464,                0.65673,                0.69209,                0.60272,                0.56456,                 0.2449,                0.85005,             0.00050944,             0.00050944,             0.00050944
                     68,                0.59614,                0.27014,                0.83494,                 0.9156,                 0.6476,                0.69764,                0.61017,                0.56355,                0.24371,                0.85023,             0.00049529,             0.00049529,             0.00049529
                     69,                0.59747,                0.27101,                0.83496,                 0.9004,                0.65174,                0.69779,                0.60954,                0.56231,                0.24121,                0.84917,             0.00048114,             0.00048114,             0.00048114
                     70,                0.59029,                 0.2706,                0.83236,                0.90336,                0.65585,                0.70101,                 0.6086,                0.56364,                0.24302,                0.84972,               0.000467,               0.000467,               0.000467
                     71,                0.60067,                 0.2716,                0.83726,                0.90894,                0.65427,                0.70585,                0.61435,                0.56347,                0.24182,                0.85032,             0.00045285,             0.00045285,             0.00045285
                     72,                0.60145,                0.27039,                0.83705,                0.90629,                0.65626,                0.70598,                0.61159,                 0.5641,                0.24518,                0.84997,              0.0004387,              0.0004387,              0.0004387
                     73,                0.60355,                0.27337,                0.83617,                0.90825,                 0.6486,                0.69486,                0.60342,                0.56727,                0.24543,                0.84956,             0.00042456,             0.00042456,             0.00042456
                     74,                0.59274,                0.26736,                0.83397,                0.91378,                0.64769,                0.69697,                0.60721,                0.56123,                0.24079,                 0.8481,             0.00041041,             0.00041041,             0.00041041
                     75,                0.59426,                0.26936,                0.83433,                0.91036,                 0.6522,                0.70105,                0.61057,                0.55981,                 0.2396,                0.84827,             0.00039626,             0.00039626,             0.00039626
                     76,                0.59475,                0.26771,                0.83745,                0.90973,                0.66948,                0.70805,                 0.6102,                0.56236,                0.24178,                0.84941,             0.00038211,             0.00038211,             0.00038211
                     77,                0.59221,                0.26602,                0.83219,                0.81242,                0.67119,                0.69308,                0.60271,                0.56088,                0.24243,                0.84843,             0.00036797,             0.00036797,             0.00036797
                     78,                0.59714,                0.26994,                0.83335,                0.86554,                0.66885,                0.69981,                 0.6127,                0.55737,                0.23837,                0.84816,             0.00035382,             0.00035382,             0.00035382
                     79,                 0.5962,                0.27197,                0.83174,                0.91063,                0.64642,                0.69124,                0.60592,                0.56282,                0.24146,                0.84998,             0.00033967,             0.00033967,             0.00033967
                     80,                0.59564,                0.26883,                0.83599,                0.91028,                0.64226,                0.70395,                0.61617,                0.56016,                0.24314,                0.84912,             0.00032553,             0.00032553,             0.00032553
                     81,                0.58649,                0.26514,                0.83393,                0.91241,                0.64751,                0.70691,                0.61508,                0.56077,                0.24049,                0.84937,             0.00031138,             0.00031138,             0.00031138
                     82,                0.58811,                0.26274,                0.83538,                0.90741,                0.64923,                0.70566,                0.61553,                0.55942,                0.23703,                0.84885,             0.00029723,             0.00029723,             0.00029723
                     83,                0.58888,                0.26404,                0.83147,                0.91395,                0.64928,                0.70212,                0.61192,                0.55841,                0.23554,                0.84772,             0.00028308,             0.00028308,             0.00028308
                     84,                0.58151,                0.26155,                0.83151,                0.91674,                0.64699,                0.70471,                0.61529,                0.55473,                0.23662,                0.84625,             0.00026894,             0.00026894,             0.00026894
                     85,                0.58431,                0.26475,                0.83485,                0.91551,                0.64956,                0.69761,                0.60909,                0.55546,                0.23707,                0.84705,             0.00025479,             0.00025479,             0.00025479
                     86,                0.57693,                0.25986,                 0.8344,                0.90542,                0.65309,                0.70167,                 0.6096,                 0.5562,                0.23674,                0.84787,             0.00024064,             0.00024064,             0.00024064
                     87,                 0.5839,                0.26371,                0.83227,                0.91181,                0.64664,                0.70587,                0.61654,                0.55873,                0.23565,                0.84839,              0.0002265,              0.0002265,              0.0002265
                     88,                0.58594,                0.26602,                0.83101,                0.91414,                0.65043,                0.70223,                0.61575,                0.55203,                0.23546,                0.84644,             0.00021235,             0.00021235,             0.00021235
                     89,                0.57026,                 0.2564,                0.83104,                0.91196,                0.67012,                0.70839,                0.61294,                0.55611,                0.23463,                 0.8479,              0.0001982,              0.0001982,              0.0001982
                     90,                0.58025,                0.25979,                0.83214,                0.91344,                0.64898,                0.70698,                0.61427,                0.55738,                0.23516,                 0.8477,             0.00018406,             0.00018406,             0.00018406
                     91,                0.57241,                0.25241,                0.83638,                0.91128,                0.64875,                0.70261,                0.60862,                0.55985,                0.23705,                 0.8485,             0.00016991,             0.00016991,             0.00016991
                     92,                0.57424,                 0.2545,                0.83883,                0.90703,                0.65302,                0.70355,                0.61072,                0.55608,                0.23666,                0.84728,             0.00015576,             0.00015576,             0.00015576
                     93,                0.57504,                0.25203,                0.83823,                0.90916,                0.65369,                0.70909,                0.61559,                0.55785,                0.23685,                0.84777,             0.00014161,             0.00014161,             0.00014161
                     94,                0.57069,                0.24988,                0.83937,                0.91243,                0.65056,                0.70276,                0.61593,                0.55431,                0.23495,                0.84676,             0.00012747,             0.00012747,             0.00012747
                     95,                0.56717,                0.24809,                 0.8435,                0.91053,                0.65508,                0.70986,                0.61771,                0.55791,                 0.2351,                0.84783,             0.00011332,             0.00011332,             0.00011332
                     96,                0.56835,                0.24542,                0.83956,                0.91583,                0.64794,                0.71386,                0.62015,                0.55496,                0.23412,                0.84729,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.55981,                0.24513,                0.83388,                0.86601,                0.66882,                0.70173,                0.61657,                0.55475,                0.23381,                 0.8472,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.56618,                0.24551,                0.83685,                0.91608,                0.64701,                0.70473,                0.62148,                0.55378,                0.23321,                0.84688,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                0.56551,                0.24697,                 0.8376,                0.91431,                0.65054,                0.70711,                0.61854,                0.55322,                0.23206,                0.84669,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.55953,                0.24351,                0.83254,                0.91429,                0.64818,                0.70745,                0.61604,                0.55307,                0.23156,                0.84671,             4.2584e-05,             4.2584e-05,             4.2584e-05
