                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     46,                0.69948,                0.32699,                0.86138,                0.89078,                0.63928,                0.68574,                0.58032,                0.64231,                0.29401,                0.86981,             0.00080653,             0.00080653,             0.00080653
                     47,                0.68445,                0.32374,                  0.858,                 0.8209,                0.65616,                0.68055,                0.57936,                0.61565,                0.28162,                0.86354,             0.00079238,             0.00079238,             0.00079238
                     48,                0.67705,                0.32106,                0.85689,                0.89173,                0.63225,                0.67921,                0.57838,                0.61785,                0.28014,                0.86426,             0.00077823,             0.00077823,             0.00077823
                     49,                0.69406,                0.32378,                0.86145,                0.90662,                0.71312,                0.73426,                0.61724,                0.62528,                0.28375,                0.86604,             0.00076409,             0.00076409,             0.00076409
                     50,                0.68441,                0.32262,                0.85699,                0.88926,                 0.6337,                0.68893,                0.58894,                0.63309,                   0.28,                0.86657,             0.00074994,             0.00074994,             0.00074994
                     51,                0.68425,                0.31823,                0.85594,                0.90375,                0.65366,                0.67531,                0.56541,                 0.6164,                 0.2793,                0.86347,             0.00073579,             0.00073579,             0.00073579
                     52,                0.68206,                0.31838,                0.85666,                0.90238,                0.65719,                0.68512,                0.58225,                0.61523,                0.28325,                0.86523,             0.00072164,             0.00072164,             0.00072164
                     53,                0.67369,                0.31241,                0.85567,                 0.8427,                0.65434,                0.68133,                0.58075,                0.61365,                0.27382,                0.86353,              0.0007075,              0.0007075,              0.0007075
                     54,                0.67263,                0.31374,                0.85308,                0.89991,                0.65445,                0.68288,                0.58351,                  0.612,                0.27536,                 0.8638,             0.00069335,             0.00069335,             0.00069335
                     55,                0.68608,                0.31407,                0.85793,                0.91062,                0.65509,                0.69028,                0.58096,                0.60576,                0.27337,                0.86165,              0.0006792,              0.0006792,              0.0006792
                     56,                0.66132,                0.30763,                0.85014,                0.89127,                0.63903,                0.68189,                0.58101,                0.60137,                0.26656,                 0.8596,             0.00066506,             0.00066506,             0.00066506
                     57,                0.66272,                0.30854,                0.85491,                 0.9087,                0.65611,                0.67889,                0.57943,                0.60267,                0.27402,                0.86091,             0.00065091,             0.00065091,             0.00065091
                     58,                0.65493,                0.30571,                0.85375,                0.90604,                0.65586,                0.68401,                0.58929,                0.60962,                0.27301,                0.86103,             0.00063676,             0.00063676,             0.00063676
                     59,                0.66093,                0.30434,                0.85094,                0.89438,                0.63358,                0.68082,                 0.5896,                0.59344,                0.26764,                0.85828,             0.00062262,             0.00062262,             0.00062262
                     60,                0.66287,                0.30814,                 0.8567,                0.86729,                0.63683,                0.67712,                0.57867,                0.60542,                0.27255,                0.86072,             0.00060847,             0.00060847,             0.00060847
                     61,                0.65649,                0.30389,                0.85329,                 0.8939,                0.63851,                0.68023,                 0.5774,                0.60379,                0.27039,                0.86068,             0.00059432,             0.00059432,             0.00059432
                     62,                0.65633,                0.30466,                0.85423,                0.90181,                0.65555,                0.68709,                0.58615,                0.60362,                0.27005,                0.86035,             0.00058017,             0.00058017,             0.00058017
                     63,                0.65361,                0.30102,                0.84948,                0.90381,                0.65597,                0.68062,                0.58079,                0.60444,                0.26781,                0.85977,             0.00056603,             0.00056603,             0.00056603
                     64,                0.66267,                0.33369,                0.85454,                0.90773,                0.65533,                0.68624,                0.58499,                0.59276,                0.26441,                0.85761,             0.00055188,             0.00055188,             0.00055188
                     65,                0.64918,                0.30291,                0.85379,                 0.9083,                0.65431,                0.68359,                0.58425,                  0.596,                0.26758,                0.85846,             0.00053773,             0.00053773,             0.00053773
                     66,                0.65002,                 0.3002,                0.84857,                0.89181,                0.64848,                0.69374,                0.59786,                0.59552,                0.26181,                0.85879,             0.00052359,             0.00052359,             0.00052359
                     67,                0.64938,                0.30115,                0.85004,                0.90513,                0.65495,                0.67891,                0.58356,                 0.5922,                0.26248,                0.85707,             0.00050944,             0.00050944,             0.00050944
                     68,                0.64533,                0.29485,                0.84777,                0.90983,                0.65426,                0.68088,                0.58745,                0.59006,                 0.2595,                0.85664,             0.00049529,             0.00049529,             0.00049529
                     69,                 0.6433,                0.29475,                 0.8468,                0.85697,                0.65483,                   0.68,                0.58342,                0.59101,                 0.2602,                0.85733,             0.00048114,             0.00048114,             0.00048114
                     70,                0.63674,                0.29569,                0.84457,                0.89865,                0.63136,                0.67871,                0.58284,                0.59122,                0.26033,                 0.8568,               0.000467,               0.000467,               0.000467
                     71,                0.64495,                0.29459,                0.84913,                0.87369,                0.63338,                0.68554,                0.58851,                 0.5905,                 0.2601,                 0.8567,             0.00045285,             0.00045285,             0.00045285
                     72,                0.64825,                0.29357,                0.84937,                0.90367,                0.65669,                0.69046,                0.59211,                0.59837,                0.25985,                0.85766,              0.0004387,              0.0004387,              0.0004387
                     73,                0.65507,                0.29937,                0.84895,                0.91073,                0.65429,                0.69337,                0.59639,                0.59091,                0.26125,                0.85521,             0.00042456,             0.00042456,             0.00042456
                     74,                0.64331,                0.29234,                0.84627,                0.91108,                0.65202,                0.69848,                0.60122,                0.59196,                0.25996,                0.85539,             0.00041041,             0.00041041,             0.00041041
                     75,                0.64453,                0.29392,                0.84666,                0.90357,                0.65583,                0.69207,                0.60147,                0.57803,                0.25381,                0.85284,             0.00039626,             0.00039626,             0.00039626
                     76,                0.64065,                0.28991,                0.84999,                0.90715,                0.65564,                0.69307,                0.59616,                 0.5904,                  0.257,                0.85517,             0.00038211,             0.00038211,             0.00038211
                     77,                0.63586,                 0.2884,                0.84308,                0.90306,                0.64309,                0.68448,                0.59344,                0.58179,                0.25549,                0.85344,             0.00036797,             0.00036797,             0.00036797
                     78,                0.63578,                0.29206,                0.84388,                0.90772,                0.65105,                0.70014,                0.60119,                0.57752,                0.25191,                 0.8532,             0.00035382,             0.00035382,             0.00035382
                     79,                0.63647,                0.29203,                0.84236,                 0.9086,                0.64801,                0.68354,                0.59273,                0.58237,                 0.2552,                0.85446,             0.00033967,             0.00033967,             0.00033967
                     80,                0.63097,                0.28788,                0.84557,                0.90696,                0.65476,                0.70561,                0.60303,                 0.5855,                0.25736,                0.85554,             0.00032553,             0.00032553,             0.00032553
                     81,                0.62859,                0.28708,                0.84522,                0.90942,                0.64933,                0.69598,                0.59626,                0.58343,                0.25381,                0.85449,             0.00031138,             0.00031138,             0.00031138
                     82,                0.62923,                0.28488,                0.84648,                0.91137,                0.64947,                0.68706,                0.59477,                 0.5808,                0.25234,                0.85329,             0.00029723,             0.00029723,             0.00029723
                     83,                0.62876,                0.28642,                 0.8417,                0.90959,                0.65258,                0.68953,                0.60193,                0.58032,                0.25087,                 0.8534,             0.00028308,             0.00028308,             0.00028308
                     84,                0.62013,                0.28167,                0.84229,                0.91416,                0.64703,                0.68635,                0.59572,                0.57514,                0.25055,                  0.852,             0.00026894,             0.00026894,             0.00026894
                     85,                0.62415,                0.28501,                0.84633,                 0.9094,                0.65385,                 0.6885,                0.59688,                0.57543,                0.25113,                0.85251,             0.00025479,             0.00025479,             0.00025479
                     86,                0.61823,                0.28172,                 0.8461,                0.91012,                0.65319,                0.69386,                0.60771,                0.57698,                0.25136,                0.85264,             0.00024064,             0.00024064,             0.00024064
                     87,                0.62148,                0.28611,                0.84227,                0.91011,                0.65194,                0.69656,                0.60167,                0.57582,                0.24845,                0.85255,              0.0002265,              0.0002265,              0.0002265
                     88,                0.62367,                0.28476,                0.84116,                0.91043,                0.65367,                0.69501,                  0.602,                0.57133,                0.24909,                0.85126,             0.00021235,             0.00021235,             0.00021235
                     89,                0.60843,                0.27661,                0.84149,                 0.9061,                0.65445,                 0.6959,                0.60575,                0.57189,                  0.247,                0.85189,              0.0001982,              0.0001982,              0.0001982
                     90,                 0.6161,                0.27851,                0.84173,                0.90753,                0.65369,                0.69895,                0.60432,                 0.5758,                0.24809,                0.85245,             0.00018406,             0.00018406,             0.00018406
                     91,                0.61075,                0.27396,                 0.8479,                0.90841,                  0.656,                0.68798,                0.59287,                0.58139,                0.25151,                0.85474,             0.00016991,             0.00016991,             0.00016991
                     92,                0.61449,                0.27704,                0.85203,                0.90828,                0.65579,                0.68732,                0.59627,                 0.5793,                0.25113,                0.85248,             0.00015576,             0.00015576,             0.00015576
                     93,                0.61376,                0.27157,                0.85066,                0.91003,                0.65382,                0.69017,                0.59996,                0.58122,                0.25124,                0.85302,             0.00014161,             0.00014161,             0.00014161
                     94,                0.60992,                0.26973,                0.85065,                0.90911,                0.65423,                0.69366,                0.60009,                0.57535,                 0.2478,                0.85196,             0.00012747,             0.00012747,             0.00012747
                     95,                0.60244,                0.26702,                0.85465,                0.90796,                0.65594,                0.69286,                0.60115,                0.57809,                 0.2476,                0.85268,             0.00011332,             0.00011332,             0.00011332
