                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.60747,                 0.2758,                0.83699,                0.86951,                0.67112,                0.71456,                0.61078,                0.57294,                0.24833,                0.85199,               0.000948,               0.000948,               0.000948
                     37,                0.59511,                0.27147,                0.83381,                0.90635,                0.65232,                0.70348,                0.60682,                0.56578,                0.24904,                 0.8505,             0.00093385,             0.00093385,             0.00093385
                     38,                0.60301,                 0.2747,                0.83482,                0.90929,                0.64979,                0.70041,                0.60121,                0.56586,                0.24636,                0.85138,              0.0009197,              0.0009197,              0.0009197
                     39,                0.58914,                0.27232,                0.83731,                0.91276,                0.65102,                0.70777,                0.60695,                0.57499,                0.24997,                0.85286,             0.00090556,             0.00090556,             0.00090556
                     40,                0.60148,                0.27355,                0.83254,                0.90755,                0.65049,                0.71135,                0.60877,                0.56663,                0.24674,                0.85088,             0.00089141,             0.00089141,             0.00089141
                     41,                0.60556,                0.27751,                0.83609,                0.90354,                 0.6461,                 0.6995,                0.60812,                0.56881,                0.24729,                0.84987,             0.00087726,             0.00087726,             0.00087726
                     42,                0.60408,                0.27425,                0.83529,                0.91642,                0.64579,                0.72394,                0.61912,                0.56965,                0.25027,                0.85054,             0.00086312,             0.00086312,             0.00086312
                     43,                0.59398,                 0.2709,                0.83757,                0.90555,                 0.6377,                0.70572,                0.60277,                0.56095,                0.24535,                0.84935,             0.00084897,             0.00084897,             0.00084897
                     44,                0.59312,                0.27233,                 0.8365,                 0.9071,                0.64964,                0.70515,                0.60591,                0.56431,                0.24569,                0.84869,             0.00083482,             0.00083482,             0.00083482
                     45,                 0.5876,                0.26909,                0.83181,                0.91443,                0.64876,                0.71054,                0.61697,                0.56896,                0.24842,                0.85018,             0.00082067,             0.00082067,             0.00082067
                     46,                0.58174,                 0.2689,                0.83271,                 0.9122,                0.67023,                0.71922,                0.61852,                0.56365,                0.24505,                0.84964,             0.00080653,             0.00080653,             0.00080653
                     47,                0.59836,                0.27562,                0.83416,                0.81884,                 0.6721,                0.69857,                0.60371,                0.56849,                0.24569,                0.84911,             0.00079238,             0.00079238,             0.00079238
                     48,                0.59613,                0.27439,                 0.8333,                0.90626,                0.65456,                0.71045,                0.61039,                0.56647,                0.24735,                0.84968,             0.00077823,             0.00077823,             0.00077823
                     49,                0.59965,                0.27485,                0.83561,                0.89674,                0.65243,                0.70305,                0.61018,                 0.5641,                 0.2511,                0.84903,             0.00076409,             0.00076409,             0.00076409
                     50,                0.59373,                0.27543,                0.83271,                0.90683,                 0.6503,                0.70139,                  0.608,                0.56797,                0.24643,                0.84927,             0.00074994,             0.00074994,             0.00074994
                     51,                0.58744,                0.27058,                0.83147,                0.90227,                0.64277,                0.70594,                0.60321,                  0.568,                 0.2508,                0.85064,             0.00073579,             0.00073579,             0.00073579
                     52,                0.58801,                0.27004,                0.83197,                0.90919,                 0.6694,                0.71349,                0.60801,                0.56111,                0.24659,                0.84819,             0.00072164,             0.00072164,             0.00072164
                     53,                0.58614,                0.26758,                0.83169,                0.91904,                 0.6439,                0.71685,                0.61322,                0.55816,                0.24241,                0.84807,              0.0007075,              0.0007075,              0.0007075
                     54,                0.59139,                0.27069,                0.83156,                0.91301,                0.64735,                0.70258,                0.60717,                0.57337,                0.24537,                0.85136,             0.00069335,             0.00069335,             0.00069335
                     55,                0.59077,                0.26767,                0.83325,                0.90932,                0.65151,                 0.7141,                0.62078,                0.55823,                0.24016,                0.84854,              0.0006792,              0.0006792,              0.0006792
                     56,                0.58012,                0.26502,                0.82928,                  0.913,                 0.6517,                0.71485,                 0.6213,                 0.5598,                0.24183,                 0.8482,             0.00066506,             0.00066506,             0.00066506
                     57,                0.58116,                0.26548,                0.83239,                0.90753,                0.65216,                0.71362,                0.62524,                0.55328,                0.23848,                0.84722,             0.00065091,             0.00065091,             0.00065091
                     58,                0.57241,                 0.2621,                 0.8312,                0.91139,                0.65259,                0.71933,                 0.6226,                0.55888,                0.24145,                0.84876,             0.00063676,             0.00063676,             0.00063676
                     59,                0.57329,                0.25969,                0.82876,                0.91248,                0.65344,                0.70573,                0.61142,                0.55322,                0.23815,                0.84715,             0.00062262,             0.00062262,             0.00062262
                     60,                0.58115,                0.26163,                0.83351,                0.91189,                0.64966,                0.71542,                0.61777,                0.56683,                0.23785,                0.84965,             0.00060847,             0.00060847,             0.00060847
                     61,                0.57989,                0.26217,                0.83221,                0.90522,                0.67598,                0.73103,                0.62591,                0.56005,                0.23809,                0.84758,             0.00059432,             0.00059432,             0.00059432
                     62,                0.57469,                0.26147,                 0.8316,                0.90288,                0.68652,                0.72055,                0.61771,                0.55335,                0.23805,                 0.8469,             0.00058017,             0.00058017,             0.00058017
                     63,                0.57519,                0.25971,                0.82804,                0.91311,                0.68027,                0.72614,                0.62082,                0.55427,                0.23725,                0.84669,             0.00056603,             0.00056603,             0.00056603
                     64,                  0.583,                0.26859,                0.83278,                0.91933,                0.68666,                0.72678,                0.63005,                0.55234,                0.23407,                0.84722,             0.00055188,             0.00055188,             0.00055188
                     65,                0.56772,                0.26116,                0.83132,                0.90732,                0.67175,                0.72868,                0.63616,                0.55542,                0.23969,                0.84786,             0.00053773,             0.00053773,             0.00053773
                     66,                0.56908,                0.25871,                 0.8272,                0.91788,                0.67062,                0.71401,                0.61955,                0.55506,                0.23743,                0.84765,             0.00052359,             0.00052359,             0.00052359
                     67,                0.57013,                0.25949,                0.82913,                0.91694,                0.67169,                0.72439,                0.62586,                 0.5512,                0.23667,                0.84594,             0.00050944,             0.00050944,             0.00050944
                     68,                0.56823,                0.25559,                 0.8277,                 0.9148,                0.66973,                0.71882,                0.62561,                0.55324,                 0.2342,                0.84668,             0.00049529,             0.00049529,             0.00049529
                     69,                0.57171,                0.25786,                0.82772,                0.91075,                0.67189,                0.72171,                0.62907,                0.55238,                0.23516,                0.84635,             0.00048114,             0.00048114,             0.00048114
                     70,                 0.5648,                0.25672,                0.82584,                 0.8934,                0.67239,                0.72023,                0.62501,                0.54974,                0.23353,                0.84658,               0.000467,               0.000467,               0.000467
