                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     36,                0.75165,                0.35944,                0.87623,                  0.972,                0.61383,                 0.6672,                0.55773,                0.66301,                0.30913,                0.88187,               0.000948,               0.000948,               0.000948
                     37,                0.75218,                0.35747,                 0.8749,                0.94476,                0.61741,                0.66967,                0.55456,                0.67313,                0.31634,                0.88697,             0.00093385,             0.00093385,             0.00093385
                     38,                0.74347,                0.34827,                0.87094,                 0.8441,                0.64211,                0.67443,                0.56194,                0.66442,                0.30721,                0.88433,              0.0009197,              0.0009197,              0.0009197
                     39,                0.73821,                 0.3431,                0.87392,                0.89303,                0.62012,                0.66947,                0.56009,                0.66304,                0.30596,                0.88394,             0.00090556,             0.00090556,             0.00090556
                     40,                0.74281,                0.35044,                0.87976,                0.90394,                0.64027,                0.66635,                 0.5484,                0.66907,                0.31368,                0.88697,             0.00089141,             0.00089141,             0.00089141
                     41,                0.74622,                0.35233,                0.87057,                0.88977,                0.63739,                 0.6711,                0.54621,                0.65691,                0.30866,                0.88084,             0.00087726,             0.00087726,             0.00087726
                     42,                0.72809,                0.33973,                0.86807,                0.89975,                0.62807,                0.67498,                0.56142,                0.64588,                0.30314,                0.87668,             0.00086312,             0.00086312,             0.00086312
                     43,                0.71827,                0.34037,                0.86948,                0.88266,                0.62564,                0.65825,                0.54715,                0.66936,                0.30697,                0.88396,             0.00084897,             0.00084897,             0.00084897
                     44,                0.74031,                0.34142,                0.86863,                0.83579,                0.71282,                0.73156,                0.58026,                0.65716,                0.30595,                0.88013,             0.00083482,             0.00083482,             0.00083482
                     45,                0.72274,                 0.3381,                0.87348,                0.88578,                0.62389,                0.66902,                0.56253,                0.64216,                0.29965,                0.87537,             0.00082067,             0.00082067,             0.00082067
                     46,                0.74654,                0.34818,                0.87148,                0.86958,                 0.6241,                0.66041,                0.54198,                 0.6759,                0.31017,                0.88672,             0.00080653,             0.00080653,             0.00080653
                     47,                0.73643,                0.34028,                0.87537,                0.92245,                0.66782,                 0.7013,                 0.5793,                0.65245,                0.30249,                0.87817,             0.00079238,             0.00079238,             0.00079238
                     48,                0.71355,                0.33316,                0.86418,                0.88223,                0.61799,                0.67016,                0.56077,                0.66153,                0.30165,                0.88103,             0.00077823,             0.00077823,             0.00077823
                     49,                0.72319,                0.33664,                0.86889,                0.86363,                0.66949,                0.69575,                0.57594,                0.65322,                0.29958,                0.87657,             0.00076409,             0.00076409,             0.00076409
                     50,                0.72863,                0.33708,                0.86865,                0.86214,                0.62341,                0.67048,                0.56005,                0.65286,                 0.2979,                0.87849,             0.00074994,             0.00074994,             0.00074994
                     51,                0.73834,                 0.3449,                0.86844,                0.89408,                0.67704,                0.72042,                0.58683,                0.67167,                0.30387,                0.88044,             0.00073579,             0.00073579,             0.00073579
                     52,                0.73189,                0.34239,                0.86942,                0.79382,                0.64196,                0.66259,                0.55292,                0.65817,                0.30344,                0.88103,             0.00072164,             0.00072164,             0.00072164
                     53,                0.71566,                0.33458,                0.86553,                0.88816,                0.62165,                0.68503,                0.57232,                0.64432,                0.29533,                 0.8752,              0.0007075,              0.0007075,              0.0007075
                     54,                 0.7164,                0.32898,                0.86521,                0.87274,                0.61629,                0.67232,                0.56065,                0.65967,                0.29767,                0.87913,             0.00069335,             0.00069335,             0.00069335
                     55,                0.71191,                0.32834,                0.86535,                0.87125,                0.61981,                 0.6758,                0.56618,                0.64813,                 0.2945,                0.87659,              0.0006792,              0.0006792,              0.0006792
                     56,                0.71609,                0.32957,                0.86418,                0.84574,                 0.6394,                0.67607,                0.57427,                0.64202,                0.29411,                0.87658,             0.00066506,             0.00066506,             0.00066506
                     57,                0.70563,                0.32441,                0.86557,                0.90475,                0.63887,                0.67549,                0.56813,                 0.6364,                0.28945,                0.87416,             0.00065091,             0.00065091,             0.00065091
                     58,                0.70796,                0.32259,                0.86118,                  0.895,                0.64044,                0.68633,                 0.5727,                 0.6434,                0.28867,                 0.8739,             0.00063676,             0.00063676,             0.00063676
                     59,                0.71766,                0.32802,                0.86884,                0.92198,                0.65107,                0.69147,                0.57842,                0.64818,                0.28866,                 0.8757,             0.00062262,             0.00062262,             0.00062262
                     60,                0.71929,                0.32758,                0.86643,                0.81824,                0.64028,                0.67232,                0.57123,                 0.6355,                0.29082,                0.87321,             0.00060847,             0.00060847,             0.00060847
                     61,                0.69993,                0.32273,                0.86487,                0.82773,                0.63987,                0.67285,                0.56825,                0.63912,                0.28755,                 0.8728,             0.00059432,             0.00059432,             0.00059432
                     62,                0.71361,                0.32234,                0.86519,                0.90468,                0.64017,                0.68406,                0.57607,                0.66375,                0.28906,                0.87913,             0.00058017,             0.00058017,             0.00058017
                     63,                0.72504,                0.32664,                0.86929,                0.94088,                 0.7108,                0.74906,                0.62147,                 0.6482,                0.28964,                0.87515,             0.00056603,             0.00056603,             0.00056603
                     64,                0.70316,                0.32313,                0.86262,                0.90254,                0.64106,                0.67358,                0.56853,                0.63407,                0.28672,                0.87316,             0.00055188,             0.00055188,             0.00055188
                     65,                0.69642,                0.31862,                0.85572,                0.91335,                0.63616,                0.67814,                0.57117,                0.62826,                 0.2845,                0.87087,             0.00053773,             0.00053773,             0.00053773
                     66,                0.69708,                0.31912,                0.86097,                0.90191,                0.63631,                0.67766,                0.57402,                0.62742,                0.28122,                0.87118,             0.00052359,             0.00052359,             0.00052359
                     67,                0.69317,                0.31533,                0.85682,                0.85233,                0.64244,                0.67612,                0.57523,                0.63419,                0.28684,                0.87253,             0.00050944,             0.00050944,             0.00050944
                     68,                0.69562,                0.32114,                0.86005,                0.81485,                0.64227,                0.67836,                0.57771,                0.63312,                0.28812,                0.87206,             0.00049529,             0.00049529,             0.00049529
                     69,                0.69395,                0.31736,                0.86334,                0.84508,                0.64227,                0.68251,                0.57491,                0.62877,                 0.2838,                0.87127,             0.00048114,             0.00048114,             0.00048114
                     70,                0.69239,                0.31549,                0.86272,                0.85144,                0.64158,                0.67619,                0.57283,                0.62504,                0.28254,                0.87052,               0.000467,               0.000467,               0.000467
                     71,                0.68632,                0.31317,                0.85639,                0.84265,                0.64246,                0.68441,                0.57391,                0.62896,                0.27972,                0.87287,             0.00045285,             0.00045285,             0.00045285
